Réservation au nom de ;Domaines ;Ressource  ;Description ;Heure - Durée ;Type;Dernière mise à jour
mono6;Camescope;Camescope HD n°5;Panasonic HC-VXF1;mardi 01 février 2022 16:00:00 - 5 jour(s), 16 heure(s) et 30 minute(s) ;Emprunt ;vendredi 04 février 202208:03:12
mono6;Enregistreur Numerique;Tascam mini n°4 ;DR-05;mardi 01 février 2022 16:00:00 - 5 jour(s), 20 heure(s) et 30 minute(s) ;Emprunt ;vendredi 04 février 202208:59:51
mono11;NOUVEAUX PC COURTE DUREE;PC B CD n°2;DELL Latitude E5580;mercredi 09 février 2022 08:00:00 - 4 heure(s) ;Cours;mercredi 26 janvier 202208:06:02
mono6;Trepied Photo / Vidéo;Trépied n°8 ;Manfrotto BeFree Pro;mardi 01 février 2022 16:00:00 - 1 semaine(s) et 22 heure(s) ;Emprunt ;mardi 08 février 202214:55:13
mono3;NOUVEAUX PC COURTE DUREE;PC B CD N 13;DELL LATITUDE 5520 ;mercredi 09 février 2022 08:00:00 - 6 heure(s) ;Cours;vendredi 18 février 202217:59:19
mono6;NOUVEAUX PC LONGUE DUREE;PC B LD n°6;Dell Latitude 3410;mercredi 15 décembre 2021 14:00:00 - 8 semaine(s) et 30 minute(s) ;Emprunt ;mercredi 12 janvier 202212:25:52
mono16;NOUVEAUX PC COURTE DUREE;PC B CD n°5;Dell Latitude 3410;vendredi 04 février 2022 11:00:00 - 5 jour(s) et 23 heure(s) ;Emprunt ;vendredi 04 février 202211:17:10
mono11;Videoprojecteur;VP 01 ;Epson EBW29;jeudi 10 février 2022 10:00:00 - 2 heure(s) ;Cours;jeudi 27 janvier 202209:36:34
mono11;NOUVEAUX PC COURTE DUREE;PC B CD n°10;Dell Latitude 3410;jeudi 10 février 2022 10:00:00 - 2 heure(s) ;Cours;mercredi 06 avril 202217:03:16
mono3;NOUVEAUX PC LONGUE DUREE;PC B LD n°4;Dell Latitude 3410;mardi 01 février 2022 08:00:00 - 1 semaine(s), 2 jour(s) et 9 heure(s) ;Maintenance;vendredi 04 février 202215:09:38
mono1;NOUVEAUX PC LONGUE DUREE;PC B LD n°11;Dell Latitude 3410;jeudi 16 décembre 2021 18:00:00 - 8 semaine(s) ;Emprunt ;jeudi 13 janvier 202216:53:36
mono11;NOUVEAUX PC COURTE DUREE;PC B CD n°2;DELL Latitude E5580;jeudi 10 février 2022 08:00:00 - 10 heure(s) ;Cours;mercredi 26 janvier 202208:06:53
mono16;Camescope;Camescope HD n°6;Panasonic HC-VXF1;vendredi 11 février 2022 09:00:00 - 30 minute(s) ;Emprunt ;vendredi 11 février 202209:20:06
mono6;Enregistreur Numerique;Tascam mini n°3;DR-05;mardi 01 février 2022 16:00:00 - 1 semaine(s), 2 jour(s) et 19 heure(s) ;Emprunt ;jeudi 10 février 202213:43:36
mono6;Camescope;Camescope HD n°3 ;Panasonic HC-VXF1;mardi 01 février 2022 16:00:00 - 1 semaine(s), 2 jour(s) et 19 heure(s) ;Emprunt ;jeudi 10 février 202213:44:18
mono16;Trepied Photo / Vidéo;Trépied n°6;Manfrotto Befree;vendredi 11 février 2022 09:00:00 - 2 heure(s) et 30 minute(s) ;Emprunt ;vendredi 11 février 202209:21:12
mono16;Enregistreur Numerique;Tascam mini n°6;DR-05;vendredi 11 février 2022 09:00:00 - 2 heure(s) et 30 minute(s) ;Emprunt ;vendredi 11 février 202209:21:57
mono3;NOUVEAUX PC COURTE DUREE;PC B CD N 13;DELL LATITUDE 5520 ;vendredi 11 février 2022 12:00:00 - 2 heure(s) ;Cours;mercredi 09 février 202213:53:49
mono1;Tablettes Ipad - Longue Durée;Ipad n°2;Pas de clavier;vendredi 11 février 2022 08:00:00 - 9 heure(s) ;Emprunt ;mardi 11 janvier 202209:39:24
mono3;NOUVEAUX PC COURTE DUREE;PC B CD n°3;DELL Latitude E5580;lundi 31 janvier 2022 09:00:00 - 1 semaine(s), 4 jour(s) et 8 heure(s) ;Emprunt ;lundi 31 janvier 202216:20:00
mono6;NOUVEAUX PC LONGUE DUREE;PC B LD n°21;Dell Latitude 5520;jeudi 28 octobre 2021 12:00:00 - 15 semaine(s), 1 jour(s) et 7 heure(s) ;Maintenance;mercredi 02 février 202216:34:54
mono19;Tablettes Ipad - Longue Durée;Ipad n°4;Ipad;mercredi 02 février 2022 11:00:00 - 1 semaine(s) et 5 jour(s) ;Emprunt ;mardi 01 février 202210:11:23
mono19;Tablettes Ipad - Longue Durée;Ipad n°5;Ipad;mercredi 02 février 2022 11:00:00 - 1 semaine(s) et 5 jour(s) ;Emprunt ;mardi 01 février 202210:11:32
mono19;Tablettes Ipad - Longue Durée;Ipad n°6;Ipad;mercredi 02 février 2022 11:00:00 - 1 semaine(s) et 5 jour(s) ;Emprunt ;mardi 01 février 202210:11:40
mono19;Tablettes Ipad - Longue Durée;Ipad n°7;Ipad;mercredi 02 février 2022 11:00:00 - 1 semaine(s) et 5 jour(s) ;Emprunt ;mardi 01 février 202210:11:47
mono19;Tablettes Ipad - Longue Durée;Ipad n°8;Ipad;mercredi 02 février 2022 11:00:00 - 1 semaine(s) et 5 jour(s) ;Emprunt ;mercredi 02 février 202211:10:51
mono8;Camescope;Camescope HD n°2;Panasonic HC-VXF1;lundi 14 février 2022 09:30:00 - 2 heure(s) et 30 minute(s) ;Emprunt ;mardi 08 février 202215:42:43
mono8;Trepied Photo / Vidéo;Trépied n°1;Manfrotto BeFree;lundi 14 février 2022 09:30:00 - 2 heure(s) et 30 minute(s) ;Emprunt ;mardi 08 février 202215:43:38
mono6;Enregistreur Numerique;Tascam mini n°5;DR-05;mercredi 09 février 2022 12:30:00 - 5 jour(s), 3 heure(s) et 30 minute(s) ;Emprunt ;lundi 14 février 202215:57:39
mono11;NOUVEAUX PC COURTE DUREE;PC B CD n°2;DELL Latitude E5580;mercredi 16 février 2022 08:00:00 - 4 heure(s) ;Cours;mercredi 26 janvier 202208:06:02
mono3;NOUVEAUX PC COURTE DUREE;PC B CD N 13;DELL LATITUDE 5520 ;mercredi 16 février 2022 08:00:00 - 6 heure(s) ;Cours;vendredi 18 février 202217:59:19
mono11;Videoprojecteur;VP 01 ;Epson EBW29;jeudi 17 février 2022 10:00:00 - 2 heure(s) ;Cours;jeudi 27 janvier 202209:36:34
mono11;NOUVEAUX PC COURTE DUREE;PC B CD n°10;Dell Latitude 3410;jeudi 17 février 2022 10:00:00 - 2 heure(s) ;Cours;mercredi 06 avril 202217:03:16
mono11;NOUVEAUX PC COURTE DUREE;PC B CD n°2;DELL Latitude E5580;jeudi 17 février 2022 08:00:00 - 10 heure(s) ;Cours;mercredi 26 janvier 202208:06:53
mono10;Enregistreur Numerique;Tascam mini n°3;DR-05;lundi 14 février 2022 08:00:00 - 4 jour(s) et 4 heure(s) ;Emprunt ;vendredi 18 février 202211:55:18
mono3;NOUVEAUX PC COURTE DUREE;PC B CD N 13;DELL LATITUDE 5520 ;vendredi 18 février 2022 12:00:00 - 2 heure(s) ;Cours;mercredi 09 février 202213:53:49
mono10;Camescope;Camescope HD n°3 ;Panasonic HC-VXF1;lundi 14 février 2022 10:00:00 - 1 semaine(s) et 8 heure(s) ;Emprunt ;lundi 14 février 202209:56:48
mono11;NOUVEAUX PC COURTE DUREE;PC B CD n°2;DELL Latitude E5580;mercredi 23 février 2022 08:00:00 - 4 heure(s) ;Cours;mercredi 26 janvier 202208:06:02
mono3;NOUVEAUX PC COURTE DUREE;PC B CD N 13;DELL LATITUDE 5520 ;mercredi 23 février 2022 08:00:00 - 6 heure(s) ;Cours;vendredi 18 février 202217:59:19
mono18;Camescope;Camescope HD n°6;Panasonic HC-VXF1;vendredi 18 février 2022 16:00:00 - 5 jour(s) et 19 heure(s) ;Emprunt ;vendredi 18 février 202216:00:50
mono18;Enregistreur Numerique;Tascam mini n°11;Dr-05x;vendredi 18 février 2022 15:00:00 - 5 jour(s) et 20 heure(s) ;Emprunt ;vendredi 18 février 202216:03:39
mono18;Trepied Photo / Vidéo;Trépied n°4;Manfrotto BeFree ;vendredi 18 février 2022 16:30:00 - 5 jour(s), 18 heure(s) et 30 minute(s) ;Emprunt ;vendredi 18 février 202216:04:54
mono11;Videoprojecteur;VP 01 ;Epson EBW29;jeudi 24 février 2022 10:00:00 - 2 heure(s) ;Cours;jeudi 27 janvier 202209:36:34
mono11;NOUVEAUX PC COURTE DUREE;PC B CD n°10;Dell Latitude 3410;jeudi 24 février 2022 10:00:00 - 2 heure(s) ;Cours;mercredi 06 avril 202217:03:16
mono11;NOUVEAUX PC COURTE DUREE;PC B CD n°2;DELL Latitude E5580;jeudi 24 février 2022 08:00:00 - 10 heure(s) ;Cours;mercredi 26 janvier 202208:06:53
mono16;Enregistreur Numerique;Tascam mini n°5;DR-05;vendredi 18 février 2022 09:00:00 - 1 semaine(s) et 30 minute(s) ;Emprunt ;vendredi 18 février 202216:28:26
mono18;Camescope;Camescope HD n°2;Panasonic HC-VXF1;vendredi 18 février 2022 10:00:00 - 1 semaine(s) et 30 minute(s) ;Emprunt ;mercredi 16 février 202211:52:41
mono18;Enregistreur Numerique;Tascam mini n°4 ;DR-05;vendredi 18 février 2022 10:00:00 - 1 semaine(s) et 30 minute(s) ;Emprunt ;mercredi 16 février 202211:53:13
mono18;Trepied Photo / Vidéo;Trépied n°1;Manfrotto BeFree;vendredi 18 février 2022 10:00:00 - 1 semaine(s) et 30 minute(s) ;Emprunt ;mercredi 16 février 202211:53:40
mono18;Enregistreur Numerique;Tascam mini n°9;Dr-05x;vendredi 18 février 2022 16:30:00 - 6 jour(s), 19 heure(s) et 30 minute(s) ;Emprunt ;vendredi 18 février 202216:30:01
mono3;NOUVEAUX PC COURTE DUREE;PC B CD N 13;DELL LATITUDE 5520 ;vendredi 25 février 2022 12:00:00 - 2 heure(s) ;Cours;mercredi 09 février 202213:53:49
mono12;Enregistreur Numerique;Tascam mini n°2 ;DR-05 -  Sans câble USB;mardi 01 février 2022 10:00:00 - 3 semaine(s) et 6 jour(s) ;Emprunt ;mercredi 26 janvier 202217:17:50
mono7;Trepied Photo / Vidéo;Trépied n°6;Manfrotto Befree;jeudi 17 février 2022 16:00:00 - 1 semaine(s), 3 jour(s) et 20 heure(s) ;Emprunt ;jeudi 17 février 202216:19:53
mono11;Appareil Photo ;APN n°2;Bridge LUMIX;lundi 21 février 2022 10:30:00 - 1 semaine(s), 1 heure(s) et 30 minute(s) ;Emprunt ;lundi 21 février 202210:33:47
mono12;NOUVEAUX PC LONGUE DUREE;PC B LD 12;DELL Latitude E5580;mercredi 02 février 2022 15:30:00 - 3 semaine(s), 4 jour(s) et 22 heure(s) ;Emprunt ;jeudi 03 février 202215:25:18
mono6;NOUVEAUX PC COURTE DUREE;PC B CD n°9;Dell Latitude 3410;jeudi 03 février 2022 13:00:00 - 3 semaine(s), 4 jour(s) et 4 heure(s) ;Emprunt ;mardi 01 mars 202207:51:59
mono6;NOUVEAUX PC LONGUE DUREE;PC B LD n°8;DELL Latitude E5580;jeudi 06 janvier 2022 11:00:00 - 7 semaine(s), 4 jour(s) et 7 heure(s) ;Emprunt ;lundi 31 janvier 202215:02:42
mono17;NOUVEAUX PC LONGUE DUREE;PC B LD n°1;Dell Latitude 3410;mardi 08 février 2022 08:00:00 - 2 semaine(s), 6 jour(s) et 10 heure(s) ;Emprunt ;vendredi 18 février 202208:01:31
mono9;NOUVEAUX PC LONGUE DUREE;PC B LD n°15;Dell Latitude 3410;mardi 02 novembre 2021 18:00:00 - 16 semaine(s) et 6 jour(s) ;Emprunt ;lundi 28 février 202217:32:31
mono19;PC Longue Duree ;PC B LD 4;DELL Latitude E5580;mardi 08 février 2022 13:00:00 - 3 semaine(s) et 1 heure(s) ;Emprunt ;mardi 08 février 202213:20:07
mono11;NOUVEAUX PC COURTE DUREE;PC B CD n°2;DELL Latitude E5580;mercredi 02 mars 2022 08:00:00 - 4 heure(s) ;Cours;mercredi 26 janvier 202208:06:02
mono3;NOUVEAUX PC COURTE DUREE;PC B CD N 13;DELL LATITUDE 5520 ;mercredi 02 mars 2022 08:00:00 - 6 heure(s) ;Cours;vendredi 18 février 202217:59:19
mono8;NOUVEAUX PC COURTE DUREE;PC B CD n°1 ;Dell Latitude 3410;lundi 28 février 2022 14:00:00 - 2 jour(s), 3 heure(s) et 30 minute(s) ;Emprunt ;mercredi 16 février 202215:46:17
mono11;Videoprojecteur;VP 01 ;Epson EBW29;jeudi 03 mars 2022 10:00:00 - 2 heure(s) ;Cours;jeudi 27 janvier 202209:36:34
mono11;NOUVEAUX PC COURTE DUREE;PC B CD n°10;Dell Latitude 3410;jeudi 03 mars 2022 10:00:00 - 2 heure(s) ;Cours;mercredi 06 avril 202217:03:16
mono6;NOUVEAUX PC LONGUE DUREE;PC B LD n°16;Dell Latitude 3410 ;mardi 08 février 2022 12:00:00 - 3 semaine(s), 2 jour(s) et 3 heure(s) ;Emprunt ;jeudi 03 mars 202213:34:02
mono11;NOUVEAUX PC COURTE DUREE;PC B CD n°2;DELL Latitude E5580;jeudi 03 mars 2022 08:00:00 - 10 heure(s) ;Cours;mercredi 26 janvier 202208:06:53
mono10;Appareil Photo ;APN n°1;Bridge LUMIX;mardi 01 mars 2022 14:00:00 - 2 jour(s) et 19 heure(s) ;Emprunt ;vendredi 18 février 202211:01:26
mono10;NOUVEAUX PC COURTE DUREE;PC B CD n°10;Dell Latitude 3410;jeudi 03 mars 2022 13:00:00 - 23 heure(s) ;Cours;jeudi 03 mars 202213:39:07
mono3;NOUVEAUX PC COURTE DUREE;PC B CD N 13;DELL LATITUDE 5520 ;vendredi 04 mars 2022 12:00:00 - 2 heure(s) ;Cours;mercredi 09 février 202213:53:49
mono19;Enregistreur Numerique;Tascam mini n°2 ;DR-05 -  Sans câble USB;jeudi 03 mars 2022 10:30:00 - 4 jour(s) ;Emprunt ;mercredi 02 mars 202208:16:06
mono17;Trepied Photo / Vidéo;Trépied n°4;Manfrotto BeFree ;lundi 28 février 2022 16:30:00 - 6 jour(s), 19 heure(s) et 30 minute(s) ;Cours;lundi 28 février 202216:38:15
mono18;Enregistreur Numerique;Tascam mini n°9;Dr-05x;vendredi 04 mars 2022 15:00:00 - 2 jour(s) et 21 heure(s) ;Emprunt ;vendredi 04 mars 202215:02:53
mono18;Enregistreur Numerique;Tascam mini n°5;DR-05;vendredi 04 mars 2022 08:30:00 - 3 jour(s) et 4 heure(s) ;Emprunt ;lundi 14 février 202212:34:57
mono18;Trepied Photo / Vidéo;Trépied n°3;Pas de sacoche ;vendredi 04 mars 2022 08:30:00 - 3 jour(s) et 4 heure(s) ;Emprunt ;jeudi 03 mars 202210:05:20
mono18;Camescope;Camescope HD n°8  ;Panasonic HC-VXF1;vendredi 04 mars 2022 08:30:00 - 3 jour(s) et 4 heure(s) ;Emprunt ;vendredi 04 mars 202215:04:35
mono19;Camescope;Camescope HD n°7;Panasonic HC-VXF1;jeudi 03 mars 2022 09:30:00 - 4 jour(s), 4 heure(s) et 30 minute(s) ;Emprunt ;mercredi 02 mars 202208:04:26
mono19;Trepied Photo / Vidéo;Trépied n°2;Manfrotto BeFree;jeudi 03 mars 2022 09:30:00 - 4 jour(s), 4 heure(s) et 30 minute(s) ;Emprunt ;jeudi 03 mars 202210:06:49
mono6;NOUVEAUX PC COURTE DUREE;PC B CD n°7;Dell Latitude 3410;lundi 15 novembre 2021 09:30:00 - 16 semaine(s), 8 heure(s) et 30 minute(s) ;Emprunt ;lundi 28 février 202207:46:42
mono2;Camescope;Camescope HD n°5;Panasonic HC-VXF1;mardi 01 mars 2022 14:00:00 - 6 jour(s) et 20 heure(s) ;Emprunt ;jeudi 17 février 202213:45:59
mono2;Camescope;Camescope HD n°6;Panasonic HC-VXF1;mardi 01 mars 2022 14:00:00 - 6 jour(s) et 20 heure(s) ;Emprunt ;jeudi 17 février 202213:46:34
mono2;Trepied Photo / Vidéo;Trépied n°1;Manfrotto BeFree;mardi 01 mars 2022 14:00:00 - 6 jour(s) et 20 heure(s) ;Emprunt ;jeudi 17 février 202213:50:28
mono2;Trepied Photo / Vidéo;Trépied n°6;Manfrotto Befree;mardi 01 mars 2022 14:00:00 - 6 jour(s) et 20 heure(s) ;Emprunt ;mardi 01 mars 202213:44:19
mono2;Enregistreur Numerique;Tascam mini n°3;DR-05;mardi 01 mars 2022 14:00:00 - 6 jour(s) et 20 heure(s) ;Emprunt ;mardi 01 mars 202213:48:15
mono2;Enregistreur Numerique;Tascam mini n°4 ;DR-05;mardi 01 mars 2022 14:00:00 - 6 jour(s) et 20 heure(s) ;Emprunt ;mardi 01 mars 202214:14:32
mono8;NOUVEAUX PC COURTE DUREE;PC B CD n°1 ;Dell Latitude 3410;lundi 07 mars 2022 14:00:00 - 22 heure(s) ;Emprunt ;lundi 07 mars 202211:18:26
mono11;NOUVEAUX PC COURTE DUREE;PC B CD n°2;DELL Latitude E5580;mercredi 09 mars 2022 08:00:00 - 4 heure(s) ;Cours;mercredi 26 janvier 202208:06:02
mono3;NOUVEAUX PC COURTE DUREE;PC B CD N 13;DELL LATITUDE 5520 ;mercredi 09 mars 2022 08:00:00 - 6 heure(s) ;Cours;vendredi 18 février 202217:59:19
mono10;Enregistreur Numerique;Tascam mini n°7;Dr-05x;jeudi 03 mars 2022 08:00:00 - 6 jour(s) et 7 heure(s) ;Emprunt ;jeudi 03 mars 202214:42:40
mono10;Enregistreur Numerique;Tascam mini n°8;Dr-05x;jeudi 03 mars 2022 08:00:00 - 6 jour(s) et 7 heure(s) ;Emprunt ;jeudi 03 mars 202214:46:08
mono8;Camescope;Camescope HD n°2;Panasonic HC-VXF1;mercredi 02 mars 2022 15:00:00 - 1 semaine(s) et 3 heure(s) ;Emprunt ;mardi 01 mars 202217:20:25
mono8;Camescope;Camescope HD n°3 ;Panasonic HC-VXF1;mercredi 02 mars 2022 15:00:00 - 1 semaine(s) et 3 heure(s) ;Emprunt ;mardi 01 mars 202217:20:40
mono8;Trepied Photo / Vidéo;Trépied n°8 ;Manfrotto BeFree Pro;mercredi 02 mars 2022 15:00:00 - 1 semaine(s) et 3 heure(s) ;Emprunt ;mardi 01 mars 202217:21:19
mono8;Trepied Photo / Vidéo;Trépied n°9 ;Manfrotto BeFree Pro;mercredi 02 mars 2022 15:00:00 - 1 semaine(s) et 3 heure(s) ;Emprunt ;mardi 01 mars 202217:21:32
mono11;Videoprojecteur;VP 01 ;Epson EBW29;jeudi 10 mars 2022 10:00:00 - 2 heure(s) ;Cours;jeudi 27 janvier 202209:36:34
mono19;Enregistreur Numerique;Tascam mini n°3;DR-05;mercredi 09 mars 2022 11:30:00 - 1 jour(s) et 30 minute(s) ;Emprunt ;mercredi 09 mars 202211:33:49
mono11;NOUVEAUX PC COURTE DUREE;PC B CD n°10;Dell Latitude 3410;jeudi 10 mars 2022 10:00:00 - 2 heure(s) ;Cours;mercredi 06 avril 202217:03:16
mono11;NOUVEAUX PC COURTE DUREE;PC B CD n°2;DELL Latitude E5580;jeudi 10 mars 2022 08:00:00 - 10 heure(s) ;Cours;mercredi 26 janvier 202208:06:53
mono18;NOUVEAUX PC COURTE DUREE;PC B CD n°1 ;Dell Latitude 3410;jeudi 10 mars 2022 14:00:00 - 4 heure(s) ;Emprunt ;jeudi 10 mars 202214:06:10
mono2;NOUVEAUX PC COURTE DUREE;PC B CD N 13;DELL LATITUDE 5520 ;jeudi 10 mars 2022 14:30:00 - 3 heure(s) et 30 minute(s) ;Cours;jeudi 10 mars 202215:51:11
mono19;NOUVEAUX PC COURTE DUREE;PC B CD n°5;Dell Latitude 3410;jeudi 10 mars 2022 15:00:00 - 21 heure(s) ;Cours;jeudi 10 mars 202215:10:44
mono17;NOUVEAUX PC LONGUE DUREE;PC B LD n°9;DELL Latitude E5580;lundi 31 janvier 2022 14:00:00 - 5 semaine(s), 4 jour(s) et 1 heure(s) ;Emprunt ;mardi 01 mars 202214:44:47
mono13;NOUVEAUX PC LONGUE DUREE;PC B LD n°2 ;DELL Latitude E5580 (attention CHARGEUR) !!!;jeudi 09 décembre 2021 16:30:00 - 13 semaine(s), 1 jour(s) et 30 minute(s) ;Emprunt ;mardi 08 février 202208:39:31
mono11;NOUVEAUX PC COURTE DUREE;PC B CD n°3;DELL Latitude E5580;jeudi 10 mars 2022 10:00:00 - 1 jour(s) et 7 heure(s) ;Emprunt ;jeudi 10 mars 202209:48:05
mono3;NOUVEAUX PC COURTE DUREE;PC B CD N 13;DELL LATITUDE 5520 ;vendredi 11 mars 2022 12:00:00 - 6 heure(s) ;Cours;vendredi 11 mars 202211:57:20
mono2;Videoprojecteur;VP 04;Epson EB-W22;lundi 14 mars 2022 08:30:00 - 3 heure(s) et 30 minute(s) ;Cours;lundi 14 mars 202208:36:36
mono8;Enregistreur Numerique;Tascam mini n°6;DR-05;mardi 08 mars 2022 15:30:00 - 5 jour(s), 22 heure(s) et 30 minute(s) ;Emprunt ;mardi 08 mars 202215:55:29
mono8;Enregistreur Numerique;Tascam mini n°5;DR-05;mardi 08 mars 2022 15:30:00 - 5 jour(s), 22 heure(s) et 30 minute(s) ;Emprunt ;mardi 08 mars 202215:57:12
mono6;NOUVEAUX PC LONGUE DUREE;PC B LD n°6;Dell Latitude 3410;mercredi 09 février 2022 14:30:00 - 4 semaine(s) et 5 jour(s) ;Emprunt ;vendredi 11 mars 202209:53:26
mono18;Enceinte;RONDSON n°2;;mardi 15 mars 2022 16:00:00 - 2 heure(s) ;Emprunt ;lundi 14 mars 202213:55:21
mono6;Micro filaire;Micro n°1;;mardi 15 mars 2022 15:30:00 - 2 heure(s) et 30 minute(s) ;Emprunt ;mardi 15 mars 202215:45:13
mono11;NOUVEAUX PC COURTE DUREE;PC B CD n°2;DELL Latitude E5580;mercredi 16 mars 2022 08:00:00 - 4 heure(s) ;Cours;mercredi 26 janvier 202208:06:02
mono6;NOUVEAUX PC COURTE DUREE;PC B CD n°5;Dell Latitude 3410;mercredi 16 mars 2022 08:00:00 - 4 heure(s) ;Emprunt ;mercredi 16 mars 202211:56:39
mono8;NOUVEAUX PC COURTE DUREE;PC B CD n°1 ;Dell Latitude 3410;mercredi 16 mars 2022 11:00:00 - 3 heure(s) ;Emprunt ;mercredi 16 février 202215:46:57
mono3;NOUVEAUX PC COURTE DUREE;PC B CD N 13;DELL LATITUDE 5520 ;mercredi 16 mars 2022 08:00:00 - 6 heure(s) ;Cours;vendredi 18 février 202217:59:19
mono11;Videoprojecteur;VP 01 ;Epson EBW29;jeudi 17 mars 2022 10:00:00 - 2 heure(s) ;Cours;jeudi 27 janvier 202209:36:34
mono11;NOUVEAUX PC COURTE DUREE;PC B CD n°10;Dell Latitude 3410;jeudi 17 mars 2022 10:00:00 - 2 heure(s) ;Cours;mercredi 06 avril 202217:03:16
mono11;Camescope;Camescope HD n°6;Panasonic HC-VXF1;jeudi 17 mars 2022 11:30:00 - 5 heure(s) et 30 minute(s) ;Cours;jeudi 17 mars 202211:17:36
mono11;Trepied Photo / Vidéo;Trépied n°6;Manfrotto Befree;jeudi 17 mars 2022 11:30:00 - 5 heure(s) et 30 minute(s) ;Cours;jeudi 17 mars 202211:18:05
mono11;Micro Cravate NON PRO;Micro Cravate n°1;Sony ECM AW3(T);jeudi 10 mars 2022 11:00:00 - 1 semaine(s), 6 heure(s) et 30 minute(s) ;Emprunt ;jeudi 10 mars 202210:48:59
mono11;Trepied Photo / Vidéo;Trépied n°7;Manfrotto ;jeudi 10 mars 2022 11:00:00 - 1 semaine(s), 6 heure(s) et 30 minute(s) ;Emprunt ;jeudi 10 mars 202210:49:41
mono11;NOUVEAUX PC COURTE DUREE;PC B CD n°2;DELL Latitude E5580;jeudi 17 mars 2022 08:00:00 - 10 heure(s) ;Cours;mercredi 26 janvier 202208:06:53
mono11;NOUVEAUX PC COURTE DUREE;PC B CD n°3;DELL Latitude E5580;jeudi 17 mars 2022 10:00:00 - 8 heure(s) ;Cours;jeudi 17 mars 202209:54:36
mono2;Enregistreur Numerique;Tascam mini n°7;Dr-05x;vendredi 11 mars 2022 08:30:00 - 1 semaine(s) ;Emprunt ;jeudi 10 mars 202213:30:05
mono2;Camescope;Camescope HD n°8  ;Panasonic HC-VXF1;vendredi 18 mars 2022 10:00:00 - 3 heure(s) ;Emprunt ;vendredi 18 mars 202213:01:57
mono16;Trepied Photo / Vidéo;Trépied n°5;Manfrotto BeFree;vendredi 18 mars 2022 10:00:00 - 3 heure(s) ;Emprunt ;vendredi 18 mars 202213:02:14
mono2;Micro Cravate NON PRO;Micro Cravate n°1;Sony ECM AW3(T);vendredi 18 mars 2022 10:00:00 - 3 heure(s) ;Emprunt ;vendredi 18 mars 202213:02:26
mono3;NOUVEAUX PC COURTE DUREE;PC B CD N 13;DELL LATITUDE 5520 ;vendredi 18 mars 2022 12:00:00 - 2 heure(s) ;Cours;mercredi 09 février 202213:53:49
mono8;Trepied Photo / Vidéo;Trépied n°1;Manfrotto BeFree;mercredi 16 mars 2022 15:00:00 - 2 jour(s) et 3 heure(s) ;Emprunt ;mardi 15 mars 202213:36:22
mono8;Trepied Photo / Vidéo;Trépied n°2;Manfrotto BeFree;mercredi 16 mars 2022 15:00:00 - 2 jour(s) et 3 heure(s) ;Emprunt ;mardi 15 mars 202213:36:34
mono8;Camescope;Camescope HD n°2;Panasonic HC-VXF1;mercredi 16 mars 2022 15:00:00 - 5 jour(s) et 3 heure(s) ;Emprunt ;mercredi 16 mars 202212:56:38
mono8;Camescope;Camescope HD n°3 ;Panasonic HC-VXF1;mercredi 16 mars 2022 15:00:00 - 5 jour(s) et 3 heure(s) ;Emprunt ;mercredi 16 mars 202212:56:48
mono8;Enregistreur Numerique;Tascam mini n°3;DR-05;mercredi 16 mars 2022 15:00:00 - 5 jour(s) et 3 heure(s) ;Emprunt ;mercredi 16 mars 202212:57:07
mono7;Enregistreur Numerique;Tascam mini n°4 ;DR-05;mercredi 16 mars 2022 15:00:00 - 5 jour(s) et 3 heure(s) ;Emprunt ;mercredi 16 mars 202212:57:33
mono11;NOUVEAUX PC COURTE DUREE;PC B CD n°2;DELL Latitude E5580;mercredi 23 mars 2022 08:00:00 - 4 heure(s) ;Cours;mercredi 26 janvier 202208:06:02
mono6;NOUVEAUX PC COURTE DUREE;PC B CD n°5;Dell Latitude 3410;mercredi 23 mars 2022 08:00:00 - 4 heure(s) ;Emprunt ;mercredi 16 mars 202211:56:39
mono6;NOUVEAUX PC COURTE DUREE;PC B CD n°7;Dell Latitude 3410;mercredi 23 mars 2022 08:00:00 - 4 heure(s) ;Emprunt ;mercredi 23 mars 202208:09:58
mono3;NOUVEAUX PC COURTE DUREE;PC B CD N 13;DELL LATITUDE 5520 ;mercredi 23 mars 2022 08:00:00 - 6 heure(s) ;Cours;vendredi 18 février 202217:59:19
mono18;NOUVEAUX PC COURTE DUREE;PC B CD n°1 ;Dell Latitude 3410;mercredi 23 mars 2022 11:00:00 - 3 heure(s) ;Cours;lundi 28 février 202212:15:05
mono11;Videoprojecteur;VP 01 ;Epson EBW29;jeudi 24 mars 2022 10:00:00 - 2 heure(s) ;Cours;jeudi 27 janvier 202209:36:34
mono11;NOUVEAUX PC COURTE DUREE;PC B CD n°10;Dell Latitude 3410;jeudi 24 mars 2022 10:00:00 - 2 heure(s) ;Cours;mercredi 06 avril 202217:03:16
mono11;NOUVEAUX PC COURTE DUREE;PC B CD n°2;DELL Latitude E5580;jeudi 24 mars 2022 08:00:00 - 10 heure(s) ;Cours;mercredi 26 janvier 202208:06:53
mono3;NOUVEAUX PC COURTE DUREE;PC B CD N 13;DELL LATITUDE 5520 ;vendredi 25 mars 2022 12:00:00 - 2 heure(s) ;Cours;mercredi 09 février 202213:53:49
